lyrics,dialect
 ماعشنا حذاكم وكتبنا على حيوطكم   عنا سنين نحركو في خيوطكم حمر تكُر لين تبدلت وجوهكم وقت لي كان الراب فال ما سمعنا صوتكم توا بلاسطك شد وخر زيد ابعد وذنيك تاعبا سد مناش ند لدند boy وفا كل شي تحكا والهيپ هوپ مات هنا  RADI: برشا memories ... غرام كبير عادي فيه قريب نقورن شوارع زناقي تعدى صغري فيها ندورن   وراقي المكتوبة تحتي catch me when i'm falling  bars lines وقت بديت نتهجا عالمحاين صبر عالحلمة بالهجة Freestyleكنت نوهك كيف i throwing it Now im good i killing it نطرز كيف القماشة Started from nothing fuck quality Be real nigga this is about mentality تو الوقت مالسنين مرت 10 صار اليوم الي زرعتو شجرة تاكل منها عيليني هاك شحلتي كملتي لا مازلتي ترجيع مزية (infinity) لل community Music الي نزلتي وصلتي عادي مش افار تو حق صاحب الحق توا ال REDSTAR GGA: ماعشنا حذاكم وكتبنا على حيوطكم عنا سنين نحركو في خيوطكم حمر تكُر لين تبدلت وجوهكم وقت لي كان الراب فال ما سمعنا صوتكم توا بلاسطك شد وخر زيد ابعد وذنيك تاعبا سد مناش ند لدند boy وفا كل شي تحكا والهيپ هوپ مات هنا عشت وريت فروخ فينا تتشمت عشت وريت اليوم رجال تلمت مازلت عندي حلمة The best ever do it redstar في كلمة whaat عطيت من وقتي وعمري كان ليها زلعت وجا الوقت اليوم بش نفديها شكون قال عرشي شكون قاد المرشي شكون ماسمع الراد كان انتي ياخرشي كان للأحمر انتماء كان وقت ماحسيتو finitou وفا انتهى مانيش شابع وتونس مانيش تابع عنا ناس تستنا على طراتش صوابع حاجة مني ليها نحن راسي فيها نكن راب مانحكيوش مناش نفس الوذن كلامي نوزن في كل كلمة وحرف كلامكم يتحرف وكان النجمة الي تشرف ,1
  محتاجلك تفضل جمبي لو ميلت في مرة اسندني الدنيا معاك حاجة تانية قلبك سامعه بيوعدني سهرني مغير حالي صورتك دايما في خيالي قبلك ما اتهزش قلبي ولا كان الحب في بالي إطمن طول ما انت معايا أداريك من خوفك جوايا إحساسي بحبك ده كفاية قلبي خطفته لسكة بعيدة وهنبني حياة ودنيا جديدة مرتاح لوجودك ويايا عايش تفاصيل أيامي وبقيت آخر أحلامي سامع صوتك يا واحشني بتردد كل كلامي إحساس متملك مني عاشق روحك مع إني قبلك ياما عدى عليا ولا كان في حد شاغلني,1
"     -Ahla , chneya 7welek,  kifeh 3addit enhaar ?     7kina li jé 3al bel 3raft li bdina nwelfou  ki shina 3al b7ar hana jinahech    3arrmal ktebna 7rouf dhaa3ou bin lmouj welli 3abbartou raa7 b3id        3allmor wel 3in tchouf la7bib wbeb khrouj, hel beb 9faltou leya snin  7jar  yomken khayef yomken 3aref elli ysir 7jar  itha nsallem witha nkhalli e7sessi ymil lezemni  7jar  7annitlek becha3ra, 7assit kima echrara ki t7ammalni bin ydik  Mfar  7abbitek echna3mel ? 7abbitek ba7rara, ema e3therni beni 7it  7jar  wta7t echté    ma trach eddmou3 tsil 7jar  ba3d elli mché  wa7melou 3leya th9il    7ajti  bra7et lbel wel welf ghaddar khtir el warda tethbel    la7jar mechwarou twil 3arrmal ktebna 7rouf dhaa3ou bin lmouj welli 3abbartou raa7 b3id        3allmor wel 3in tchouf la7bib wbeb khrouj, hel beb 9faltou leya snin  7jar  yomken khayef yomken 3aref elli ysir 7jar  itha nsallem witha nkhalli e7sessi ymil lezemni  7jar  7annitlek becha3ra, 7assit kima echrara ki t7ammalni bin ydik  Mfar  7abbitek echna3mel ? 7abbitek ba7rara, ema e3therni beni 7it  7jar  bin zinek weghrami  bin narek wnari ah 7jar  nehdih ken lel ghali wen3ich 9adri 3aali ah  hjart ",1
  صوتي ينادي يا الماكش واعي يالماشي بالنية هالدنيا تملات افاعي ماتكونش ضحية جاوبت بنخدم ساعي و فرنكي جبتو بيدية كان على فرنكي جبتو بذراعي و مانحتاج مزية ماو عدى نهار، طاح الليل ودع موجيرة ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير خالنستفايل خير خير   خليت العالم ورايا هم الدنيا صار خاطيني هات الڨارو اللي منسيني دايا و عذابك ياسنيني ملو نا اللي ما مخلي معايا كان الناس اللى تعنيلي اش بيني اش بينك و بيني عرڨ جبيني اللي مكفيني سربيني خليني نڨلع خليني نجنح نطير خلاها تخرج الضحكة ليها مانلڨاش تفسير لمخاخ مڨلوبة نحب نعيش في غيبوبة مانعرفش اش يصير نعيش مكلمي في النص لا صاحب شر و لا صاحب خير يا تورة يا فورة يا غدرة و غورة ناس تتوجع كإني مدغورة مرار مايوريك نور الصورة سكتنا و ڨلنا حمدوللله مستورة حمدوللله مستورة و انت اللي ما تدريش واصحاب الغدرة في الدورة و نا اللي ماعلاباليش  ماو عدى نهار، طاح الليل ودع موجيرة ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير خالنستفايل خير خير  شيخة طلعت لراسي نفسي خرجت تواسي ضربت خماسي في سداسي ما عرفت سقف من ساسي بدا يتخلط احساسي ككتال افراح و مآسي وين ترسي خالي ترسي صب الشرب عبيلي كاسي حبس مخي مايخمم فمي رزن ما نجم نتكلم دنيا عجاج و دخان يموج و حقيقة دخلت في الحلم يكتب حبري و يعبر و يصبر في الڨلب المتألم حبري ذهب يوفى ما حب و نا اللي فيه ما حبيت نسلم  طاح الليل ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير   ماو عدى نهار، طاح الليل ودع موجيرة ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير خالنستفايل خير خير ,1
  صوتي ينادي يا الماكش واعي يالماشي بالنية هالدنيا تملات افاعي ماتكونش ضحية جاوبت بنخدم ساعي و فرنكي جبتو بيدية كان على فرنكي جبتو بذراعي و مانحتاج مزية ماو عدى نهار، طاح الليل ودع موجيرة ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير خالنستفايل خير خير   خليت العالم ورايا هم الدنيا صار خاطيني هات الڨارو اللي منسيني دايا و عذابك ياسنيني ملو نا اللي ما مخلي معايا كان الناس اللى تعنيلي اش بيني اش بينك و بيني عرڨ جبيني اللي مكفيني سربيني خليني نڨلع خليني نجنح نطير خلاها تخرج الضحكة ليها مانلڨاش تفسير لمخاخ مڨلوبة نحب نعيش في غيبوبة مانعرفش اش يصير نعيش مكلمي في النص لا صاحب شر و لا صاحب خير يا تورة يا فورة يا غدرة و غورة ناس تتوجع كإني مدغورة مرار مايوريك نور الصورة سكتنا و ڨلنا حمدوللله مستورة حمدوللله مستورة و انت اللي ما تدريش واصحاب الغدرة في الدورة و نا اللي ماعلاباليش  ماو عدى نهار، طاح الليل ودع موجيرة ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير خالنستفايل خير خير  شيخة طلعت لراسي نفسي خرجت تواسي ضربت خماسي في سداسي ما عرفت سقف من ساسي بدا يتخلط احساسي ككتال افراح و مآسي وين ترسي خالي ترسي صب الشرب عبيلي كاسي حبس مخي مايخمم فمي رزن ما نجم نتكلم دنيا عجاج و دخان يموج و حقيقة دخلت في الحلم يكتب حبري و يعبر و يصبر في الڨلب المتألم حبري ذهب يوفى ما حب و نا اللي فيه ما حبيت نسلم  طاح الليل ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير   ماو عدى نهار، طاح الليل ودع موجيرة ودع عشير بالك غدوة مانصحى بالك يصير و بالك يجي غدوة نهار ماخير خالنستفايل خير خير ,1
   لعبو بينا طريّح volley ey ماي لكلها مصالح for money ey يا عمري لي رايح I'm sorry ey منك رابح كان لسان كاسح من صغري Ey لعبو بينا طريّح volley ey ماي لكلها مصالح for money ey يا عمري لي رايح I'm sorry ey منك رابح كان لسان كاسح من صغري Ey زادت المسؤوليات تتراكم من صغر سنّي و نا زهري موش اقوى منّي باللي و كان الدنيا ڤسات ڤاسية الحياة ڤلنا حنّي حنّي ، نا نكمّد في اجراحي بفنّي و ماتستنّى منّي سكات جيت من وسط الاقويل اي يستنولي طيوح لنا ريحت الخبث تفوح عدية تلعب عالتحطيم ڤلنا الدهر طويل و ڤلنا حبري كسوح باش تولّي كيفي طموح ، حبري خرج مالشرايين و موش كيما جات جات فتنا الحاضر فتناهم بسنوات هنا سمعونا ملايين و الوفات نا عايش بين المستقبل و الذكريات والذكرايات لعبو بينا طريّح volley ey ماي لكل ها مصالح for money ey يا عمري لي رايح I'm sorry ey منك رابح كان لسان كاسح من صغري Ey لعبو بينا طريّح volley ey ماي لكلها مصالح for money ey يا عمري لي رايح I'm sorry ey منك رابح كان لسان كاسح من صغري Ey قيل و قال آش ڤلك آش ڤال عليك برشا حديث بلاش افعال ، تخسر كان تعطي وذنيك و كان غفلت يدورو عليك ، شوف يمين يسار عيشة تڤولش في الادغال و ماتلڤى فيها رفيڤ For money مَاني مانيماللّي مالو معى الارياح خلّيني مكفي خيري شرّي فيها خلّيني خشمي عالي و عيني الليّ في ليلي ماترتاح لانڤلبها سفاها على علاها هام غارو منّو حبري ڤالو مايشيحش في وڤت شياح نا اللّي تجيني فرصة مانراتاها لا تالي والي نعيش مكالي و عندي لساني سلاح في بلاد ماتشوفش حبّت اللي عاماها لعبو بينا طريّح Volley Volley Volley Volley Volley ماي لكلها مصالح Money Money Money Money Money يا عمري اللي رايح Sorry Sorry Sorry Sorry Sorry صغري صغري صغري صغري صغري Volley Volley Volley Volley Volley Money Money Money Money Money Sorry Sorry Sorry Sorry Sorry صغري صغري صغري صغري صغري volley ey ماي لكلها مصالح for money ey يا عمري لي رايح I'm sorry ey منك رابح كان لسان كاسح من صغري Ey لعبو بينا طريّح volley ey ماي لكلها مصالح for money ey يا عمري لي رايح I'm sorry ey منك رابح كان لسان كاسح من صغري Ey,1
 ڨلي لوين هازتنا و ڨلي علاش الڨلوب ڨسات فيك يا حياتنا تڨولش ليام نساتنا ما ودتنا كان بالأجراح الي كواتنا حتى أحباب خلاتنا بلا ما لامونا علي ما عملتش إيدياتنا و زيدي زيدي في عذابنا ڨلنا راح بين الحيوط الخايخة شبابنا و ماي راسخة في بالي صورتي الي مافارڨتش خيالي وحداني يا سنيني ما تنام عيني ليالي نا عرفت ناس معادن و الذهب غالي و علاش هجرتني الأمالي حتى زماني ما حلالي الموج فيه عالي ماو نساني و هجرني الي حسبتو غالي الي عطاني بالظهر و منسي خلاني  و ماسمعونا و علاش ماسمعوني شفت الظلم بعيوني يا ميمتي ياللي عليك حجبوني مالية الدموع جفوني و الناس ما رحموني يا ميمتي..  ما سمعونا و علاش ما سمعوني كاسح الڨلب ردوني يا ميمتي ياللي عليك حجبوني مالية الدموع جفوني و فحبسي مازاروني يا ميمتي..  ڨلي لوين هازتنا و ڨلي علاش الڨلوب ڨسات فيك يا حياتنا تڨولش ليام نساتنا ما ودتنا كان بالأجراح الي كواتنا حتى أحباب خلاتنا بلا ما لامونا علي ما عملتش إيدياتنا زيدي زيدي الأجراح زيدي في عذابنا ڨلنا راح بين الحيوط الخايخة شبابنا,1
 خ نزيد مديدة  مازلت ما ريتش من ايدك الفايدة  نا ما حبيت نهاجرك محبيتك وحيدة  خل نكسيك بألوان جديدة  خ نزيد مديدة  مازلت ما ريتش من ايدك الفايدة  نا ما حبيت نهاجرك محبيتك وحيدة  خل نكسيك بألوان جديدة  الدنيا ما تخاوت خانت ضناها  خانت عشيرها  خانت اللي ماخلاّها و عطاها بش تنبّت خيرها  حياتك ماتتعاود و ماتعرف مصيرها  لازم تمشي بهواها تصافاها لين تولّي كبيرها  هات اعطيني قداش من عيب  ريت بعيني لعجب تتعلم اللي ماقريتو في كتب و على بكري راسك يشيب  عكست قلنا قسمة و نصيب معمل على ذراعي يكسب  ماو لنّا ذيوبة تحسب و نيتك صافيا شوف طبيب  يهديه القلب كي يحن يلين ، يلين حتى للجرح  كي حسبنا ايام الفرحة لقينا باليدين محسوبين  ماو غير يمّا لا فمّا حنين  و لا فمّا ثنين  بعرقي نكسب الطرح ، هوما اللي موش دارين  كي يحن الليل  خليني خنزيد مديدة  خليني خنزيد مديدة  و المشوار طويل  و نا شجرك و اغصاني جويدة  نا شجرك و اغصاني جويدة    خنزيد مديدة  مازلت ما ريتش من ايدك الفايدة  نا ما حبيت نهاجرك محبيتك وحيدة  خل نكسيك بألوان جديدة  خ نزيد مديدة  مازلت ما ريتش من ايدك الفايدة  نا ما حبيت نهاجرك محبيتك وحيدة  خل نكسيك بألوان جديدة  كي يحن الليل  خليني خنزيد مديدة  خليني خنزيد مديدة  و المشوار طويل  و نا شجرك و اغصاني جويدة   ,1
 عيني في عينيك جيت نسلم عليك ونا غالبني خوفي غير شوقي ليك اش حببني فيك اش حببني وبعيد ما نقربش مانكذبش عليك غير حني و روفي مديلي يديك اش تعبني طريق اش تعبني   واش نقول وقت الليل يطول وقت الليل يطول ونا معزول مديلي يديك اش تعبني طريق واش نقول وقت الليل يطول وقت الليل يطول ونا معزول مديلي يديك اش حببني فيك يا تقول جديدا عليا و منعرفكش من قبل شباها تبدلك ملامحك شكون حكم فيك واللي ما رحمكش بلعمل هانو مكسرلك جوانحك كانك عليا مسامحك نا مضريتكش نا اللي جيتك من شوارعك حبيتيني عاكش و قلت شنيا اللي مانعك حبيتك تعطيني مسامعك بلي بلي مايتعاشش فيك درج بالعناد ياما ريت عوج ريت خمج ريت فساد نا في عينيك السود ريت في قلوبهم سواد ريت اللي هزتو الموت موج يقتل في العباد قالو ديما حجر الواد مقالوش الواد نشح حتى بالعداد قلي فيك شكون فلح حتى من العباد هات عطيني شكون صلح ونا حاسبك بلاد و حتى ضهري يتجرح  نا عيني في عينيك جيت نسلم عليك ونا غالبني خوفي غير شوقي ليك اش حببني فيك اش حببني وبعيد ما نقربش مانكذبش عليك غير حني و روفي مديلي يديك اش تعبني طريق اش تعبني  واش نقول وقت الليل يطول وقت الليل يطول ونا معزول مديلي يديك اش تعبني طريق واش نقول وقت الليل يطول وقت الليل يطول ونا معزول  مديلي يديك,1
   فيراج الجوجمة ولاد الحمرا  كورتاج الروبلا صحاب الشنعة  ضاربين البيضة ناوين عالڤيضة  حومنا شاعلة   بريڤاد الموفما La primera  عديانا تغرمو شهدو بينا  شافو المسيرة ماتو بالغيرة  ما علا بالنا   اوه اوه اوه اوه  وين ما مشينا وين ما نسيرو  اوه اوه اوه اوه  نديرو ال Guirra نديرو Pyro ,1
 المامو عنا و حد ماو كيفنا شبيهم نبرو وبعد عملو كيفنا قد ما عملو كيفنا ماوو كيفنا شد جرب جيبها كيفنا أعملها تراه أعملها تراه أعملها تراه أعملها تراه أعملها تراه أعملها أعملها تراه عادها تراه this niggs ain't shit let's make thinks clearا متكذبش عليا نعرف إلى ماكش real اfly the do can I كان نز تو نطير فرخ أنا ملي I was born for the shit bitchا صغير تربيت فقير بابا معطنيش فلوس نتاح في الحكومة تحكي كعبة كاز و موس في را كاراكا إيجا تو نقريك دروس زهري و مستقبل ** معاهم زوز يعني lose never will i قد منلعب منخش اbitch ass fake في عينيا متكبرش مبديتش نرابي ***** ونعمل كرش زمني منتعطلش she can twerk and الفرش فوق **  bitch nigga dick suckerا هز السقف * الباا بولي تع * لينا ** في staka ولد حومت * كلها تقص في سكا bitch I been doing my thing I doing myا shit i'm making that money lam fucking yourا bitch she sucking my dick تلحس صحبتك تهانا على * تعرفني داداڨ المامو عنا و حد ماو كيفنا شبيهم نبرو وبعد عملو كيفنا قد ما عملو كيفنا ماوو كيفنا شد جرب جيبها كيفنا أعملها تراه أعملها تراه أعملها تراه أعملها تراه أعملها تراه أعملها أعملها تراه عادها تراه نكور في level تس ومخالهم مازالو يسخنو في .diesel وينو شيعار الثورة نحي صنبة بورقيبة حط بارويطا و** كان x album مايمشيش ماعنيها نبي في kaviar للخنازير شكون بدا صحيح و رخف شكون مازال كابس نازال ندور و تحتي الem em طيح فإما em em نخبي em emال em em قطعتيلها em em طلعت صحبتك تحب ع em em تغنيلها على الرجل و في دنيا عايش تهز في em em وزعايمMC's em em كمشة em em قداكش em em فيكم وينك فيه أي بديت وحدي كلص  قبل ما تحقر إلى جاو قبلك أقرى حساب إلى جايين بعدك بعد منا بريت قويت تسيب العفريت وknow t'don if وتدري هاك دريت غزرتي صادقة زمني lunette شمس بش نجم نكذب عليك المامو عنا و حد ماو كيفنا شبيهم نبرو وبعد عملو كيفنا قد ما عملو كيفنا ماوو كيفنا شد جرب جيبها كيفنا أعملها تراه أعملها تراه أعملها تراه أعملها تراه أعملها تراه أعملها أعملها تراه عا ,1
"    Lwew Men bekri ça bouge pas Eh ouais poto hna hadouk li bdina men tout bas F 3ayni soleil, trig sommet, on veut koulchi dourka Faut beaucoup de mili de mili pour quitter le tout bas Basset fel bendo li ychoufni ygouli Big UP Ygouli mech te3 dz Li ychoufni ygouli zid a l'kho Ouais mazelni fidèle Mazel l'hadra mizen men bekri khatina l'faux  Exotik : Maestro nchate7 Monica Bellucci Nbatou tafyine ntofou la noche Ton meilleur rappeur b3athoulna n'coachiweh L'art des guerriers  Lwew: Boula z lcoupa ouais jina men tout bas Mouda, trig sommet on veut koulchi dourka Faut beaucoup de mili mech ha nekhdem 3a l brudca Leflama f gloubna ça bouge pas Mm eh ouais papi mor l'paquet Rouge tapis hbibi laisser passer Lemsagher fel boti beh ydirou les papiers Migo hna la de3wa beaucoup barricadé Jwayehna dégât vi ki vendetta Mental men l'acier zi te3 la berreta Pire 3a la Russie hna mama Africa Men bekri ça bouge pas Eh ouais poto hna hadouk li bdina men tout bas Basset fel bendo li ychoufni ygouli Big UP Ygouli mech te3 dz Li ychoufni ygouli zid a l'kho Ouais mazelni fidèle Mazel l'hadra mizen men bekri khatina l'faux Migo hna les cokho acier Tesme3na ghir la jeunesse dévié Migo hna les cokho acier Telgana ghir m3a les alliés  Mc Artisan : (Ki lwewi tafi)... dima tafi ma themni la beauté yefregh el gelb w ma tefregh la bouteille so fake. li yben wa9e3 ghir sarab ma poupée (ma poupée) bla spinach te3 popeye (S7aybi) el denya khadhra men eyamatek a popi men bekri khlass ana tame3 nquité dz tbenli denya puzzle w li ychoufni ygolli seyyeb a lghoul (fl hip hop laseg ana. kahla w La Rastamana) nbet tafi nhoum. 3labali w fi bali ana lewel solo w mahloula la malle . khouk afro la gamme. lbeat 9atlou a l'ami. chkoun ken condamné!!!! chriki on s'en bat les *** Partt telgani. b costume baydha ""el bennani"" (rip) el tacha men ba3id. tben fina baset fl bendo. li ychoufni ygolli big up ygolli mechi te3 dz li ychoufni ygolli seyyeb a lghoul oui mazelni fidel. mazel el hadra mizen men bekri khatina el faux li ychoufni ygolli big up ygolli mechi te3 dz li ychoufni ygolli seyyeb a lghoul oui mazelni fidel. mazel el hadra mizen (kahla w la rastamana)  Exotik: Maestro nchata7 Monica Bellucci Nbatou tafyine ntofo la noche Ton meilleur rappeur eb3athhoulna n coachiweh.. L’art des guerriers Maestro nchata7 Monica Bellucci 9arasina ntofo la noche Ton meilleur rappeur eb3athhoulna n coachiweh.. L’art des guerriers N Rapper fale tesma3ni koul youm General Exotik tac .. BOOM Capitaine nougef fel podium Nrahebb le globe ki kim jun un N monopoli l beat y respectini l kick Nraka7 la mélodie I just be odee notat guitar f l’ADN Ta7o les épaules men tetla3 e’Nhar F Bat’Art w li choufni ygouli : Herred a lghoull F’el Bendo kamiha San gu ku Ki L’famila .. el Beldia f’Sang qui coule lol l’Underground w Doula dabba drowning in depts Tant que je suis veni vici vidi chi khchin soit la mort ou tchi tchi  ",1
 M3icha ghir weed calmé w tfout salamat (brabi nchalah) kan dhareb el kif darwin aslna nabat calmé hetta el titiz tayrin la39al filaman (el m9***) hna yhebou lpeace marley el tebsima w elface smiley  ta3ref la patte ndirou rap ntayrou el rass nebdaha b rasi des tracks des psychotropes nkhellow des traces ki luca brazi w la khmej lcasier ndirou f la zik w mselmi el ness li tbet f el rassif b zéro rassid w yjik prossier weld el**** li tbet fl casif  ouhhhhhhh mzappé el ness 3la el zkara peace w gate3 el dssara w mgabel rassi w ma ndetesté hetta race w el ness li testé f la raffle ana m3a rassi  m3icha ghir weed calmé w tfout salamat (brabbi nchalah) ken dharzb el kif darwin aslna nabat calmé hetta el titiz tayrin la39el filaman khassna show case w holliday w 420 sunny day schyzofren fiya bezzaf w blazé sparciat ki nbeddel le flow nbedloulek meme rythme cardiaque tahreg les carbes (jemla) w el tallas les abs (dharba) w kherrej les mollets w six pack eddiha nta f saint valentein ana 3tini el vibe M3icha ghir weed calmé w tfout salamat (brabi nchalah) kan dhareb el kif darwin aslna nabat calmé hetta el titiz tayrin la39al filaman (el m9***) hna yhebou lpeace marley el tebsima w elface smiley  ,1
"     Stava bene B liquide stava bene Matricule 4 1 fort 4x4 W kolesh fumé Stava bene Fi soussa stava bene Fi alger stava bene B la mula stava bene   نخدم نجري عالكاشي نيك امو المارشي سلع منيكا من سوسة حتى الألجي احنا و الحاكم fâché رجال تحت الحيط مكزدة و قولو حڨار كي مانحكي مع لمفسدة Sorry deso لنا فماش réseau مناش صحابك يا برو نخدم ب حزامك dorsaux نرابي مانشاتي و لاعمري نراتي بارتي تحب تتجوبر شوف تاتي و لا تكومك كي كاتي لنا صعيبة لعبتي ماتشوفش ماتراش مالحرف 16 مالفقر للكاش و الضو ماتراش راسي صحيح و ميمشي كان اللي في بالي يدي نكسرها كان بش توصل انت تلويهالي Swax اثوما قعدو كيما هوما شنع الحومة وعصبة للحكومة لحمر بوڨدومة و رد بالك تحصل يا احنا يا هوما و خلي توصل وين توصل  Stava bene B liquide stava bene Matricule 4 1 fort 4x4 W kolesh fumé Stava bene Fi soussa stava bene Fi alger stava bene B la mula stava bene Stava bene Wled houmti stava bene Li chefha sala b3inih Ygolk el telya w stava bene Stava bene Serkaji stava bene Mournagiya stava bene W kol rabtiya stava bene  Jebtha tout seul S3iba tosel galou Usin bolt jari fel contre sens Ndirha bel3ani la conscurrence Makanech nti7lk contre temp Rap 3el osoul wella agta3 raba Ba9i f sous sol underground Nik la bousole trigi na3refha Partout f le monde 41 lplaqua Ani rakech Fi soussa on dirait fel bat-art Nfelleg lboita ndir la foule Casier n3ammar w va fanciullo Meshu drahem qatar ghir youtube Fen m9attar w d3iwli ntoub Villa f dakar, khellik f la fac b drahem papak  جيب جيبان تكر ضيفان لبعيد واللي مالجيران للديوان سوسة كي philli فلان فلتان عفرتة وجان ما يقلق بلي ينيك نيكان، قمل سيبان شعندو شي يقلي ناس غيوان، تيناريوان خيمة و صحاري بيض،كحلان راب امريكان خارج من داري جبل غيران موش فاتيكان كبرت صغاري طالبان يدرسان اوس و غالي كل ما تعلمت هنا كب Hip-Hop or drill trap, underground rap dissette كي تسب شكون لي كره شكون لي يحب؟ عريبة و الكلها فادة اغلب من غنى باع و كذب و كان رادستار لي شادة ساعة تحسبها مادة اما ما تعيش بلا قدر الاحسن ديما تصبر كي شادة، و ماتكابر كي بني شر بشر في كل برو سفر ذنوب و ربي نتوبو تبتلى ثم تتضر ماتبدل ماريت روبو  Stava bene B liquide stava bene Matricule 4 1 fort 4x4 W kolesh fumé Stava bene Fi soussa stava bene Fi alger stava bene B la mula stava bene Stava bene Wled houmti stava bene Li chefha sala b3inih Ygolk el telya w stava bene Stava bene Serkaji stava bene Mournagiya stava bene W kol rabtiya stava bene",1
 سقوطية ما ريتها في التوانسة حبيتها رجوليتك مالقيتها قل لي وين خليتها حبيتك تراني كنضحك بالعاني و نحقق الاماني يا كلب يا اناني سقوطية ما ريتها في التوانسة حبيتها رجوليتك مالقيتها قل لي وين خليتها حبيتك تراني كنضحك بالعاني و نحقق الاماني يا كلب يا اناني واه واه طاحو ماسكوات واه واه قداش طاحو من عينينا عباد واه واه قداش طاحو من عينينا عباد واه واه قداش طاحو من عينينا عباد خاطر الحقيقة توجع كان المنافقين يحبوك في الصباح و يسبوك في الليل بيني وبينك الايام والزمان طويل بيني وبينك الايام والزمان طويل لما نجيبك تحت ساقيا و نعفس عليك قمت قدمت يدين كانت توكل فيك مانيش ماشي للقضاء مانيش شاكي بيك جبت سلاحي في يديا بش نتيري عليك جبت سلاحي في يديا بش نتيري عليك مانيش ماشي للقضاء مانيش شاكي بيك اليوم قدمت يدين كانت توكل فيك غدوة نفس اليدين بش تيري عليك خاطر ما علا بالي بركة تطفى ناري موش غايضني حالك mais غايضني حالي نحب ناخو بثاري بركة تطفى ناري موش غايضني حالك mais غايضني حالي نحب ناخو بثاري بركة تطفى ناري بركة تطفى ناري بركة تطفى ناري سقوطية ما ريتها في التوانسة حبيتها رجوليتك مالقيتها قل لي وين خليتها حبيتك تراني كنضحك بالعاني و نحقق الاماني يا كلب يا اناني سقوطية ما ريتها في التوانسة حبيتها رجوليتك مالقيتها قل لي وين خليتها حبيتك تراني كنضحك بالعاني و نحقق الاماني يا كلب يا اناني ,1
 يا طبيب داويني احتار الطب فيا حبيبي يغيب عن عيني الدنيا تلف بيا يا خاله ارقيني بدأت اشوف خيالات صورته ما فارقت عيني بشوفه ف كل الأوقات غيابه عليا طال وحالى حال نفسي اعرف فين اراضيه لو داري بحالي واللى جرالى ما كان سابني اسهر لياليه بغينا و ما رضينا و لا ما نساتني فيك الايام و الروح لسكنت فينا عايشا فينا عشنا في اراضينا مشيت و خليتني في البارح عدينا و كان العالي العالم بينا يا دنيا ودينا لفي ورسي بينا بهواك تبلينا و بقلوبنا حبينا يا ناس حسوا بينا و لفينا مكفينا كل يوم نهواك نتمني نراك بعدك كاوينا يا عراف عرفني ان كان راح ونسينى مين ف سؤالى هيفيدني ياريت لو ترسيني يا مجروح روح اسهر عد نجوم لياليك قمرك غاب مابقاش يظهر وغيابه كان صعب عليك غيابه عليا طال وحالى حال نفسي اعرف فين اراضيه لو داري بحالي واللي جرالي ما كان سابني اسهر لياليه  ,1
   مننساش كثرة لهداري و مننساش إلي وقف معانا ورانا و مننساش كلامنا بمعاني و ما تصفاش زديڨي مننساش  علاش باش نخاف صبرنا و محاذيني إلي معشرنا و وقف كبرنا عشنا الليل ذڨنا الويل والرب لطف خدمنا تعبنا سنين ما فما شي يجي بالصدف و هاك شاد الصف  ماراحو سنيني ماراحو أما شاحو دموع عيني من بكري و الغالي موصيني عيش راجل ما تخافش مالغير الحرام ما تدير و مصيرها تصير معايا الوليدة إلي تدعيلي شارع و صباحو تعاش بحيلي موصي صحابي إلي تحب تشيل خوكم ما نميل و هاني باقي  وشكون إلي شاف عذابي ليلك عشناه نهار وزيد باقي ما صفات سحابي باقي حومة و تراب باقي ثنية غوابي الغدرة جات مالقراب و ما تصاب كان إلي بنية و ما تصاب كان إلي بنية نعيشو بلا مزية و يالميزيريا فقنا و التوبة ثنية حسن الخاتمة يا العالي وحدو إلي يشفعلي بعيد غير خلوني فحالي غصرة و لليوم في بالي و ماننساش ليلي يا عييييني  لا ما راحو سنييني بڨدري و غالي و الشكوى غير للعالي و ما حسو بلي صرالي غير خلوني في حالي كسرنا حيوط لتوة معانا رجال تتمنى في الموت يالميمة لكلو يفوت و غير عديلي عديلي عديلي لوقت صعب و حالف ما تنساكم عيني ككسبنا الصوت عدياني إلي وقفت معاهم حبوني نمووووت يالميمةالكلو يفوت وغير عديلي عديلي عديلي الوقت صعب و حالف ما تنساكم عيني ومننساش  ,1
 آآه آآه لي كميتو ليلي وساني وماهناني,1
