Artist,Song,Lyrics,Dialect
 dj hamida, msayfa,"Aller Dj Hamida
Meknessi Style
Saleh le magicien
À la bien mix party 2019
Dj Hamida, Cheb Bello, Balti




 
[Cheb Bello]
وهرانية
كازاوية
Tunisienne ولا
Marseillaise
Lyonnaise
Parisienne ولا

[ Cheb Bello]
حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage
حما عليها الحال، جاها الهبال
جاتني مصيفة




Lavage اللوطو في
يا جاتني مصيفة Direction la plage

[Cheb Bello]
تسوق وتسنابي، مالك صاحبي
الشيرة محلبة
La piscine رشقتها
تما تطلق الزين، عليها شابة
تسوق وتسنابي، مالك صاحبي
الشيرة محلبة
La piscine رشقتها
تما تطلق الزين، عليها شابة

في البحر نكرو
نحوسوا ونسهروا
الشكارة كاينة
نفوتوا les vacances
ياغي l'ambiance




حاجة باينة

[ Cheb Bello]
حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage
حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage

[Balti]
Direction bateau جيب الميكانيك
حب وتيتانيك، كي ديكابريو
وريلهم الحطة en photo سناب و




زغريتا طاطا Valise et cadeau
Bisou وحشة يا ماما اعطيني
Les bijoux وتجيك ب نجيك بالعروسة
Vacances قلتلهم On m'a dit t'es où
Bonjour يا بلادي
Bye bye la France
Liquide والساكوش معبي
La vida مازلنا صغار نبغوا نعيشوا
Ya ro bailar contigo señorita
Balti, Cheb Bello & Dj Hamida

حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage





حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage

[Cheb Bello]
Short لبست
كي الحوت La taille
نواضر ملصقة
La couleur foncée خلوها تبرونزي
يا راها مقلقة
Short لبست
كي الحوت La taille
نواضر ملصقة
La couleur foncée خلوها تبرونزي
يا راها مقلقة





في البحر نكرو
نحوسوا ونسهروا
الشكارة كاينة
نفوتوا les vacances
ياغي l'ambiance
حاجة باينة

[ Cheb Bello]
حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage
حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage




 
[Balti]
Chemise hawaïenne, lunette Dita
Beauté Tunisienne, chica bonita
Déconnecté وأنا
مانيش في الخريطة
Elle m'a rendu fou, toro del corrida
Padrino سميني
Madrina وانت
Bambino نجيبو
Bambina ونزيدو
ايه يالزينة، مادرتي فينا
Made in China الزين العربي مش
La vida loca ونعيشو
ونديرو الروبلة
Moi et mes locaux
La Tunisie, l'Algérie et Morocco





[ Cheb Bello]
حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage
حما عليها الحال، جاها الهبال
جاتني مصيفة
Lavage اللوطو في
يا جاتني مصيفة Direction la plage








				",0
 dj hamida, pina colada,"Dans le monde de la nuit 
Refré c'est la folie 
Obligé de faire des sous 
Comme au monopoly 
Dans le monde de la nuit 




Refré c'est la folie 
Obligé de faire des sous 
Comme au monopoly 
Et comme c'est pas la fête y a ceux qui se font recaler 
Et puis y a ceux qui seront assis dans le carré 
Et comme c'est pas la fête y a ceux qui se font recaler 
Et puis y a ceux qui seront assis dans le carré 

En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 

Je brille de milles feux 
All eyez on me 
Les jaloux ont le seum 




Pour eux c'est la zermi 
T'es coincée dans la queue 
T'es sous Lexomil
T'as posé pour 1 000E 
Les mecs en face 2000
Ton ego prend un coup 
Ta gow s'ennuit 
Tout à coup tu la soule 
Elle dit je suis venue sans lui 
Pour tout mes gars autour 
Le champs est libre 
Y a vraiment pas de sentiments 
Dans le monde de la nuit 

Donc direction ma suite 
Dans un gros bolide 
Elle t'a lâché sur le champs 
Comme un brocoli 




Je te raconterai pas la suite 
Je suis trop poli 
Ce soir tout le monde est sur les Champs 
Pour un brain de folie 
Et comme c'est pas la fête y a ceux qui se font recaler 
Et puis y a ceux qui seront assis dans le carré 
Et comme c'est pas la fête y a ceux qui se font recaler 
Et puis y a ceux qui seront assis dans le carré 

En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 

Sa thune dans la piscine 
Fait pas la difficile 




On oublie nos soucis 
T'es dépassée comme X6 
Mes potos titubent 
En écoutant mon petit tube 
Je suis posé dans le carré comme d'habitude 
Pas besoin de trop parler 
Quand l'addition est salée 
Pas de ceux qui vont râler 
Quand la teille vaut un salaire 
Ta gow t'a vu chialer 
Elle vous a vu batailler 
Cotiser à 16 pour une bouteille de vodka 

Donc direction ma suite 
Dans un gros bolide 
Elle t'a lâché sur le champs 
Comme un brocoli 
Je te raconterais pas la suite 





Je suis trop poli 
Ce soir tout le monde est sur les Champs 
Pour un brin de folie 
Et comme c'est pas la fête y a ceux qui se font recaler 
Et puis y a ceux qui seront assis dans le carré 
Et comme c'est pas la fête y a ceux qui se font recaler 
Et puis y a ceux qui seront assis dans le carré 

En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 

Et comme c'est pas la fête y a toujours ceux qui se font recaler 
Vu que c'est pas la fête on sera assis dans le carré 




C'est pas la peine 
Toi tu te fera recaler 
Ça me fait de la peine 
Hamida et moi on sera dans le carré VIP 

En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada 
En mode fiesta et piña colada colada colada








				",0
 dj hamida, karima,"[Youbig]
Rani kan 7ma9 3lik, rani kan hbel 3lik
Rani kan 7ma9 3lik, rani kan hbel 3lik
Karima woah-oh,  rani kan 7ma9 3lik
Karima woah-oh, rani kan hbel 3lik




W rdeg deg deg wah, w rdeg deg deg
W rdeg deg deg wah, w rdeg deg deg
W rdeg deg deg wah, w rdeg deg deg

Ma baby beldia daira zif
Djellaba 3ibasa f west sef
Amore Karima je te chief
Darba kouli smiti foundonti
Fin mchiti 3lia, kayna ghir ana wiyak
Dollar amrou diab, mazal karhani yak
Karima ma bella karima
Chi brred atay w chi twejin ki dima
Come on maison 3chiri Hamida
On ma tete c'est toujours Karima
Hyati ki ghir inti beaugosse ti jibouhali, ah
Goulek ghir nti beaugosse ti jibouhali, ah
Dima fi galbi, jte dis dans toute ma vie
Hyati lik ghir inti beaugosse ti jibouha




 
[Youbig]
Rani kan 7ma9 3lik, rani kan hbel 3lik
Rani kan 7ma9 3lik, rani kan hbel 3lik
Karima woah-oh, rani kan 7ma9 3lik
Karima woah-oh, rani kan hbel 3lik
W rdeg deg deg wah, w rdeg deg deg
W rdeg deg deg wah, w rdeg deg deg
W rdeg deg deg wah, w rdeg deg deg

Karima woah-oh, rani kan 7ma9 3lik
Karima woah-oh, rani kan hbel 3lik
Et dj hamida 2020 ouais ouais, a la bien 2020
A marhaba ya lalla, a marhaba ya sidi
C'est Dj Hamida 2020 ouais ouais ouais, a la bien 2020








				",0
 dj hamida, dima nachat sur snapchat,"How DJ HAMIDA, Youbig sur snapchat, Harone Synthé 

Mouk ya mouk 
Drebe chicha, o sebeh min nar 




Mouk ya Mouk 
Wili wili, o sebeh min nar 
Mouk ya mouk 
An goulou lo, o sebeh min nar 
Mouk ya mouk 
Tu m'envoie de snaps, o sebeh min nar 
Mouk ya mouk 
Casa de Papel, o sebeh min nar 
Mouk ya mouk 
Si t'es pas belles on t'jette à la poubelle 
Mouk ya mouk 

O ba3i n3amar dar 
Ba3i n3amar dar 
Ba3i n3amar dar, o jabouha l3aroubiya 

O ba3i n3amar dar 





Ba3i n3amar dar 
Ba3i n3amar dar, o jabouha l3aroubiya 

J'lui es ramené un iPhone, mais elle en voulait pas, 
Elle l'a jeté sur moi, bech t3arfou l3aroubiya 

O ba3i n3amar dar 
Ba3i n3amar dar 
Ba3i n3amar dar, o jabouha l3aroubiya 

J'lui est ramené Hamida, mais elle le connait pas, 
Elle veut rabida tarma jabouha l3aroubiya 

O ba3i n3amar dar 
Ba3i n3amar dar 
Ba3i n3amar dar, o jabouha l3aroubiya 




 


Oha oha ha 
Oha oha ha 

Marhaba ya lala, Marhaba ya SIdi 
Marhaba ya lala, Marhaba ya SIdi 

Wa mi lala,wa mi lala 
Wa mi lala,wa mi lala 

Wa hadi 3la men, hadi 3la lbedawouya 

Wa hadi 3la men, hadi 3la meknessiya 

Wa hadi 3la men, hadi 3la Soussia 





Wa hadi 3la men, hadi 3la 3ebdia 



Wa hadi 3la men, hadi 3la rifia 

Wa hadi 3la men, hadi 3la saharia 

Wa saharawouiya, dini m3ek l3youm 

Wa saharawouiya, dini nchouf lfounoune 

Wa jib l9a3da, jib jib jib 

Wa 3aoud derdeg, wa zid derdeg 
Wa 3aoud derdeg,
Si, hein, rje3, rr, wouh, niah, khesh, shtah 






A bchouwiya, a sir a moulay, 

Sir 


Sir 
Sir 

Ohlala, ah oui de oui de oui, c'est magnifique








				",0
 dj hamida, miss vilaine,"[Big Ali]
Clap your hands everybody
We 'bout to go in
Leck, Artiste and Hamida
And Miss Vilainre




If you sexy and you know it, clap your hands
If you ugly and you know it ??????

[LECK]
Elle est pas très belle au réveille
Deux, Trois bouteilles elle s'révèle
Parfumée par l'oseille you welcome oh Miss vilaine
Elle dort sur le carrelage rouge louboutin
Son répertoire remplis d'geon-pi
Elle danse elle danse jusqu’à la fin
Il n'y a que elle sur la piste
Miss vilaine est la
(Tout le monde dit)
Miss vilaine est la
(***********)
Miss vilaines est la
(**** go)




 
[LECK & Lartiste]
Mais rien qu'elle fraish no no no
C'est miss vilaine y'a pas de problème
Elle brise tes chaines no no no
J'voulais sortir profiter
(let's go let's go) no no no
Mais les meufs comme ça c'est pas la peine
(Toutes les filles serrent les mecs même miss vilaine)

[Lartiste]
Elle fait flipper c'est le croc-mitaine c'est la seule qui veux monter sur scène
Elles marchent en équipe que des vilaines elles sont 11 c'est le capitaine
Elle fait la hlel la meuf saine, mais elle est plus sale que la seine




Si les rats avaient un royaume ce serait la reine
Oh! miss vilaine, miss vilaine, ne me dit pas que tu m'aimes
Je n'pourrais jamais m'y faire wAllah tu pues des aisselles

[LECK & Lartiste]
Mais rien qu'elle fraish no no no
C'est miss vilaine y'a pas de problème
Elle brise tes chaines no no no
J'voulais sortir profiter
(let's go let's go) no no no
Mais les meufs comme ça c'est pas la peine
(Toutes les filles serrent les mecs même miss vilaine)

[Lartiste & LECK]
Elle parle mal de LECK,  elle parle mal de Lartiste




Elle va finir le cœur sé-ca,  abandonnée sur la piste

[LECK & Lartiste]
Mais rien qu'elle fraish no no no
C'est miss vilaine y'a pas de problème
Elle brise tes chaines no no no
J'voulais sortir profiter
(let's go let's go) no no no
Mais les meufs comme ça c'est pas la peine
(Toutes les filles serrent les mecs même miss vilaine)

Ambiance toute la night, Miss Vilaine est là
Ambiance toute la night, Miss Vilaine est là
Dj Hamida, Miss Vilaine est là
Que tu sois fine ou une bagra, Miss vilaine est là





T'es la bienvenue chez nous y a pas de hagra








				",0
 dj hamida, t mon bb ft abdi mounir kidadi,"[Mounir Kidadi] 
Il est temps de partir c’est le moment je vais sur la lune, dit moi tu me suis ou pas ?
Te changer ta vie j’ai le pouvoir, prince de la ville dit moi tu me suis ou pas ?




J’ai fait le tour du monde, et les filles comme toi je te jure y’en a pas 
Tu sais que pour toi je peux tomber, mais qui pourras me relever quand ça va pas
J’ai essayé j’ai essayé de trouver l’amour mais je peux pas sans toi
J’ai tourné j’ai tourné j’ai cherché l’amour et j’ai trouvé que toi  

[Mounir Kidadi] 
Toi t mon bb, wee toi t mon bb
Avec toi je me verrais, j’ai des sentiments t mon bb
Toi t mon bb, wee toi t mon bb
Avec toi je me verrais, j’ai des sentiments t mon bb

[Abdi]




Tu me veux ? Je viens te chercher ou tu veux
A n’importe quelle heure 
Et je garderais ton soulier en vert
Je mets ma vie en danger s’il le faut, c’est toi que je veux bb non pas une autre
Comme tout comme j’ai mes defaults, mais y’a que ma femme qui peux siffler mes fautes
Si le temps me pardonne pourquoi pas toi ? Viens on s’aime pourquoi attendre demain ? 
Viens, on va parler tout les deux plus loin
J’aimerais garder les pieds sur terre, mais quand je te vois je me sens poussé des ailes

[Mounir Kidadi] 
Toi t mon bb, wee toi t mon bb
Avec toi je me verrais, j’ai des sentiments t mon bb
Toi t mon bb, wee toi t mon bb




Avec toi je me verrais, j’ai des sentiments t mon bb

Ensemble ! Loin de nos proches de la famille reste avec moi ! 
Je nous vois vieillir, finir ensemble 

[Abdi]
Mais ne jamais se tourner le dos, non non !
C’est toi et moi contre le monde
Non non, c’est toi et moi contre le monde 

[Mounir Kidadi] 
Toi t mon bb, wee toi t mon bb
Avec toi je me verrais, j’ai des sentiments t mon bb
Toi t mon bb, wee toi t mon bb
Avec toi je me verrais, j’ai des sentiments t mon bb




 
Toi t mon bb, wee toi t mon bb 
Toi t mon bb, wee toi t mon bb
Toi t mon bb, wee toi t mon bb
Toi t mon bb, wee toi t mon bb


Merci à Princesse_DZ pour la retranscription








				",0
 dj hamida, walou walou,"[IMAD BENAOMAR]
Tol ghiyabo wana 3ayech netsena
Howa baghi ghir i dewez hiyato ki thana
Li derna m3ak ntiya li bditi la guerre 
Nchofek m3ah tgoli « hada c’est un frère »




 
Walou mat douz 3liya lalalalala
Had lmara safi lalalalala
Tbedlet l3aqliya li srali m3ak kafi

Walou mat douz 3liya lalalalala
Had lmara safi lalalalala
Tbedlet l3aqliya li srali m3ak kafii

Walou walou 3aqo bik
Walou walou raki tle3bi
Walou walou lah i hdik
Walou walou sayez laissé tomber 

[BIWAÏ]
Walou walou y’a plus de nous deux
Walou walou y’a R nada
Walou walou ya plus de nous deux




 
Holà bonita wesh que pasa
J'pourrais aller voir ailleurs mais j'veux pas ça
Plus de place dans l’coeur il se tassa
Le lien entre nous il se cassa
On ne me perd qu’une fois bella tu le savais
J'vais te briser le coeur tu me dira qu'est ce que ça fait
Ma vrai moitie vivra un compte de fée 
Toi je ne veux plus te voir baraka safi
Il se passe un lueur 
Quand tu regard ailleurs
Jai le souffle qui s’arrête 
Jpartirai pas sans le dire
L’amour est tueur
Dans ton joli tailleur
Moi je souffre et c’est bete




Jvoulais juste te sentir

[IMAD BENAOMAR]
Walou mat douz 3liya lalalalala
Had lmara safi lalalalala
Tbedlet l3aqliya li srali m3ak kafi

Walou walou 3aqo bik
Walou walou raqi tle3bi
Walou walou lah i hdik
Walou walou sayez laisse tomber

[BIWAÏ]
Walou walou y’a plus de nous deux
Walou walou y’a R nada
Walou walou ya plus de nous deux

[7ARI]




Li fat daz ma ki t3awdch
Sorry bebe galbi daba may qedekch
Li fat mat ma htach i t3awd
Bla may 3adeb raso aji daba ghayza
Mamamia bohda f qalbi kat bghihom ntiya
Bghiti lvitesse mach tejri semhiliya
Tla3ti li ja ki chrik alalouya
Walou cherie 3aqo bik

[IMAD BENAOMAR]
Walou mat douz 3liya lalalalala
Had lmara safi lalalalala
Tbedlet l3aqliya li srali m3ak kafii

Walou mat douz 3liya lalalalala
Had lmara safi lalalalala
Tbedlet l3aqliya li srali m3ak kafii






Walou walou 3aqo bik
Walou walou raki tle3bi
Walou walou lah i hdik
Walou walou sayez laisse tomber 

[BIWAÏ]
Walou walou y’a plus de nous deux
Walou walou y’a R nada
Walou walou ya plus de nous deux








				",0
 dj hamida, yal bnete,"DJ hamida
Come on
Cravatata
Ah ah kindir lhbibi
Ah awayah




Ya wili wili chwani fi glibi
Ah ahaaaah
Kindir ana bayt 3asas
Ah awayah
Ya wach li b7ali kay ylomouh nass
Ah ahaaah
Wana zine dyali mankhali ta blassa
Ah awayah
Warani kan n3arfo depuis la madrassa
Ah ahaaah
Waya lbnat waya lbnat
Kolkom ch7al zwinat
Wa7da fikom li gha ndi
Warani wraha kan njri
Waya lbnat aya lbnat
Kolkom ch7al zwinat
Wa7da fikom li gha ndi
Warani wraha kan njari




Ya rani wraha ... kan njri
Rani wraha
Kan njri
Rani wraha
Kol sba7 bakri
Rani wraha
Wa rani kan njri
Way way way waaaa
Get up
Get on up
Get up
Get on up
Geeeet up
Come on
Aywaaaa
Get on up
On est tous reunis
Ici c'est la famille




DJ Hamida est companie
Ce soir on ma faire le show
Malha hadi simana o hiya 3liya ghadbana
Tab3ha o hiya harbana
Wa khoya dima zarbana
Wa lila ghadi nbat bara
Wa lila ghadi nbat bara
Wa ntsanaha ta7t samra
Wa ntsanaha ta7t samra
Wa lila ghadi nbat bara
Wa lila ghadi nbat bara
Wa ntsanaha ta7t samra
Wa7ani ya lmra
Ya lmra wahya lmra
Rani ta7t samra
Ya lmra wahya lmra
Wa rani ta7t lgamra
Ya lmra wahya lmra




Wa7ani fiya ya lmra
Ya lmra wahya lmra
Ihiiiiiiiih
Lokan l5ou5 lokan idawi
Ah awayah
Wa lokan idawi koun dawa rasso
Ah ahaah
Kokan l7amam kokan ibayad
Ah awayah
Wa kokan ibayad koun bayad 9babo
Ah ahaaah
Ah awayah
Sa7bi hmida avec sa jalaba
Wah ahaaah
Wahya lbnat . wahya lbnat
Kolkom ch7al zwinat
Wahda fikom li gha ndi
Warani wraha kan njri





Waya lbnat ... aya lbnat
Kolkom ch7al zwinat
Wahda fikom li gha ndi
Warani wraha kan njri
Ya warani wraha kan njri
Rani wraha
Kan njri
Rani wraha
Man sba7 bakri
Rani wraha
Warani kan njri
Way way wayyyy
Get up
Get on up
Get up
Get on up
Get up
Come on




Aywaaa
Get on up








				",0
 dj hamida, yal meknessi,"Houm ma ya qoudlou chaliah ya lmeknessi
Khallihoum ymoutou men ghila dj 7mida
Houm ma ya qoudlou chaliah ya lmeknessi
Khallihoum ymoutou men ghila dj 7mida c’est danger




 
???
Ma kadlouch a3lina
A la bien Dj 7mida
Koulhoum 3arfin koulhoum ghayrin
??? bghina ntfar7ou
Wa 7mida tala3 tala3
El sawt tala3 tala3
C'est le bled, oui on l'aime
Le Maroc coule dans nos veines
Faites place aux lions de l'Atlas
Marocain de tout-part au fond on dédicace
Berred d'atay au soleil c'est les cances-va on reste zen
Faites places à l'oriental Marocain de tout-part au fond on dédicace

Houm ma ya qoudlou chaliah ya lmeknessi




Khallihoum  ymoutou men ghila dj 7mida
Houm ma ya qoudlou chaliah ya lmeknessi
Khallihoum ymoutou men ghila dj 7mida c’est danger

???

Houm ma ya qoudlou chaliah ya lmeknessi
Kallihoum ymoutou men ghila dj 7mida
Houm ma ya qoudlou chaliah ya lmeknessi
Kallihoum ymoutou men ghila dj 7mida c’est danger

Khalihoum y ashkou wa y haousoua3lina men ghila woul bebsa
Wi haoussou macha3kil parce que maadnouch le style
Wahna rana b3eid




 
Houm ma ya qoudlou chaliah ya lmeknessi
Khallihoum ymoutou men ghila dj 7mida
Houm ma ya qoudlou chaliah ya lmeknessi
Khallihoum ymoutou men ghila dj 7mida c’est danger








				",0
 dj hamida, yemma,"Baghi nezha m3a ya khti 

Chofo 7alti ya7ssen 3wani 
Khalini ndouz ya diwani 
Baghi nezha ya zahwani 




Baghi nezha thaz hmami 
Baghi khwali baghi 3mami 
Wakha wa7ed 3ami 3mani 
Yemma, yemma 
W baghi n3ass li ma jani 
Ha chibani 
Wach had chi tani 
Bnadem chitani 
Chi tala3 w chi mdipani 

W yemma je suis né sous mille étoiles 
Mais les étoiles elles ont mis les voiles 
Et voilà maintenant j’ai mille histoires 
J’ai mis des coups mais j’en ai pris des fois 

Yemma, yemma 
Yemma, yemma 




Baghi nezha m3ak ya khti 
Yemma, yemma 
Yemma, yemma 
Baghi nezha m3ak ya khti 

Les larmes coulent, le coeur faiblit 
C’est Dieu qui prend, qui rétablit 
Les larmes coulent sans faire un bruit 
C’est pas un coeur, c’est des débris 
Jamais aigri, j’aime trop la vie 
Si c’est écrit je donne pas d’avis 
J’attends seulement que la flamme ravive 
Je n’attends plus la Ferrari 

Pieds nus sur le sable 
Mon Dieu je n’ai que toi 
J’ai broyé du noir 
J’ai levé les bras 




Parce que mon Dieu je n’ai que toi 

W ya chibani 
Wach had chi tani
Wa Dj Hamida 
W rah bnadem setani 

Yemma, yemma 
Yemma, yemma 
Baghi nezha m3ak ya khti 
Yemma, yemma 
Yemma, yemma 
Baghi nezha m3ak ya khti 

Yemma, yemma 
Yemma, yemma 
Baghi nezha m3ak ya khti 
Yemma, yemma 




Yemma, yemma 
Baghi nezha m3ak ya khti 

Baghi nezha m3ak ya khti 
Baghi nezha m3ak ya khti 








",0
 aymane serhani, nebghi djini bsurvet,"Wa halalala wa halalala
Nebghi djini b survet
O fo9 ch3er casquette






3omri daret nwadere
O bl iphone tetswer
N3tik mon nom de famille
Ysemuk serhani
Ndir 3lik livri
Galo ga3 c'est pas vrai
Ah c'est vrai chanteur
Bsah machi menteur
Sayes sayes sayes
Yaw ch3arha mtlo9 u rakba fel Evoque
Sayes sayes sayes
Ya khouti ana li bghit la taille 38

Nebghi djini b survet
O fo9 ch3er casquette
3omri daret nwadere
O bl iphone tetswer
Jaw 3ndek galolek




Wah wah ana li nfehmek
Wah wah ghadi nweli jenek
Wah wah isemouni nseknek
Wah wah ghadi nweli khyalek
Wah wah finma trohi nlehgek
Ohalala ohalala ohalalala
Yaw rahi te9bah w ngle3 lik lmeftahe
Marakich tsogi nichane w ngle3 lik lcayenne
Ay raki tzigzagi w ngle3 lik lpermis

Nebghi djini b survet
O fo9 ch3er casquette
3omri daret nwadere
O bl iphone tetswer
N3tik mon nom de famille
Nsemuk serhani
Ndir 3lik livri
Galo ga3 c'est pas vrai




Ah c'est vrai chanteur
Bsah machi menteur
Sayes sayes sayes
Fl'amour ana fidel khatini l cocktail
Sayes sayes sayes
Ya 3toni l'adresse nchouf ma princesse
Yahya yahya ya yahyaaaa lpublic nta3i
Aymane serhani
Yahya maman
Kamel li yebghini
Maroc algerie oooh la tunisie








				",0
 aymane serhani, labsa jelaba,"Labsa Jelaba, mel taht l'mini, chira la3aba ou tgoul khateni

Ntiya matérialiste wana 3lik artiste





Labsa Jelaba, mel taht l'mini, chira la3aba ou tgoul khateni

3iniya Lalala, Ilham Lalala, darbouk ou jabouk, fi Oujda 9assouk..








				",0
 aymane serhani, hayat,"Ndirha madamti ne3tiha le7nana
Matkounch mli7a techki lya
Ntya lkenz ntya diamond
Aie ki nkoun ze3fan ntya l'calmant





Aywa..
Ya ndirlha, ndirlha 3ers cinema (way way way)
Ne3red ga3 l7oum (way way way)
Nkhebber papaha (way way way)
Aie 9bel ma yeddouha
Ya ça y, décidit ntzowej
Célibataire kont m3awej, aie (way way way)
Ghadi nkhabber bouk (way way way)
Hayat, aywa

Ana w 3emri ntzowjo, 3dyani tferjo
Aie yay yay, ah ah ah
Aie yay yay, ah ah ah
Aie yay yay, ah ah ah

Says says, ki ychoufouni m3ak yti7o cardiaque
Aie yay yay, ah ah ah
Aie yay yay, waya




Aie yay yay, wah

Ya ndirlha, ndirlha 3ers cinema (way way way)
Ne3red ga3 l7oum (way way way)
Nkhebber papaha (way way way)
Aie 9bel ma yeddouha
Ya ça y, décidit ntzowej
Célibataire kont m3awej, aie (way way way)
Ghadi nkhabber bouk (way way way)
Hayat, wow

Serhani yedik, bessif 3la waldik
Aie yay yay, ah ah ah
Aie yay yay, ah ah ah
Aie yay yay, ah ah ah
Aie yay yay, ah ah ah

Says says says




Si je ne comprends pas, kaswti ngate3ha
Aie yay yay, ah ah ah
Aie yay yay, ah ah ah
Aie yay yay, ah ah ah
Aie yay yay, w haya

Wah, 3awd, chandiro
Ndir une seule femme
Ana machi polygame
Baghi ne3ref darkom ah
W nwelli jarkom ah
Twe7echt a lmehboula
W ma tsem7ich fya

Ya ndirlha, ndirlha 3ers cinema (way way way)
Ne3red ga3 l7oum (way way way)
Nkhebber papaha (way way way)
Aie 9bel ma yeddouha




Ya ça y, décidit ntzowej, wow
Célibataire kont m3awej, aie (way way way)
Ghadi nkhabber bouk (way way way)
Hayat, wow aywa

Wana wana, rani manque 7nana
Neskon en face lik, men l'balcon ne7dik
Eh par coincidence, seknat f'la résidence
Aywa









				",0
 aymane serhani, krite l message,"Ey welit manesshach, min qrite lmessage
Rani nbat bera, nebki belhogra
Ya3tiha ghoma, 3andha hnanet mma
Nti jamais bghitini, c pour ça khde3tinii
Ki na3cheq nweli hnin, nebghi tkouni en ligne




Hee hee hee hee
Sayess sayyes sayes

Je veux attaché thebely lghachi
Hee hee hee hee (x2)
 sayess sayyes sayes ..
E galby byed w hnin yana yebghili zin
Galby compliqué mayebghich chikii
9ilini yerham waldiik .. ma3andi mandiir bik

Désolé ma beauté ..mohal m3ak nweli
Ketrou 3liya lebnet jibouli hayat
Hee hee hee hee ..sayess sayyes sayes ..
C frai mahanti tebghik mimtii
Hee hee hee hee ..sayess sayyes sayes ..
Attent.. attend

Ana nwitek ledar nti 3ajbek l'boulevrad




Wa3lah shertini meghboun khelitini
Hassba rasha tvenger hiya li en danger
Matgoulich criminelle kon kteltek hadi chehal
W mabghitch l 4g hiya bghaitha tji
Hee hee hee hee (x2)
sayess sayyes sayes ..
Yweli galby fragile min tkouni en ligne
Hee hee hee hee (x2)
sayess sayyes sayes ..
Raha tedroub b zouj chira halawiya
Tebghi l carré rouge ..wana mrenka 3liya
W men galby nhawezha ..simana nttelagha
Raha dirli ljawee ..ghadi nrouh ndawi
Hee hee hee hee ..sayess sayyes sayes ..








				",0
 aymane serhani, ma nedikch a l vacancia,"ya tahia bladi ou n3ich ki bghit, ma nedikch a l'vacancia, ma nedikch ya berdi tkhorji 3liya,
ou ma nedikch ya l'immigria la7kam s3ib ya berdi tkhorji 3liya (tejri 3liya)





ah y n3al bo lkwaghet ah li y jibo del, ma nedikch a l'vacancia, ma nedikch ya berdi tkhorji 3liya,
ma nedikch ya l'immigria (l'vacancia) la7kam s3ib ya berdi tkhorji 3liya (tejri 3liya)

ya li fat nsinah ou l'hadra 3lah, nsayni, ah ou nsayni, nsayni ou ma sta9sich fiya.
nsayni, nsayni, nsayni nsayni, wana khotek wa3rine fiya

ah yana ki ndir ou nar koulioume nar cha3la, nsayni ou ma tsowlich fiya,
nsayni, nsayni, wana khotek wa3rine

Galbi msikine ma 3ando 3ilaj, 7obek a kheti jani 9wi,
Rani nfakar da3li l'mjaj, rani nfakar fik a kheti nti (x2)




 
Ya wana bghit l'visa ou bghit ghir ch'har, ma nedikch a l'vacancia, ma nedikch ya berdi tkhorji 3liya,
ou ma nedikch ya l'immigria la7kam s3ib ya berdi tkhorji 3liya (tejri 3liya)

Ya wana ntemer, hiya tkhloss ch'har, ma nedikch a l'vacancia, ma nedikch ya berdi tkhorji 3liya,
ou ma nedikch ya l'immigria la7kam s3ib ya berdi tkhorji 3liya (tejri 3liya)

Ana, anaaa ou sebet le97el ma 3rafto lemnoo. 
A ma ! A ma ! ou lil ou delma kheft n'hemlo

Yanaa, yanaaa, diri jelaba rwa7i kharja
Yanaa, yanaaa, golo l'Fatéma 7bibek rah ja








				",0
